Wall time,Step,Value
1609279133.2630804,5,3.610306978225708
1609279145.3558528,6,2.7413978576660156
1609279205.4618368,11,1.6551530361175537
1609279239.91685,14,2.044731855392456
1609279253.1870103,15,2.305845022201538
1609279289.2071762,18,4.948953628540039
1609279300.8881938,19,2.931771755218506
1609279311.9744852,20,1.8176372051239014
1609279357.9523177,24,4.260103225708008
1609279495.8549829,36,3.6107184886932373
1609279543.2040129,40,3.4055302143096924
1609279566.1549666,42,2.0196261405944824
1609279589.118366,44,2.967771291732788
1609279601.3590102,45,2.5255212783813477
1609279624.4137573,47,2.16546368598938
1609279694.048157,53,1.658890962600708
1609279705.5693748,54,1.333254098892212
1609279716.8361866,55,1.4555433988571167
1609279729.3315196,56,1.6115531921386719
1609279740.5018673,57,2.072585344314575
1609279839.5815098,65,2.9450016021728516
1609279874.6481798,68,2.5970098972320557
1609279910.0022092,71,1.4517837762832642
1609279923.6043494,72,0.9043979048728943
1609279935.6165686,73,2.019040107727051
1609279947.2972295,74,2.2715487480163574
1609280011.7202737,79,1.7064398527145386
1609280105.3405368,87,2.318243980407715
1609280118.0951447,88,1.3857592344284058
1609280195.664903,94,3.254653215408325
1609280288.5572522,102,0.5297719240188599
1609280327.0505342,105,1.4101548194885254
1609280341.2406142,106,4.370880126953125
1609280422.9366117,113,3.890667676925659
1609280462.5053203,116,1.960747241973877
1609280485.0093267,118,4.162415981292725
1609280575.6535385,126,4.627894401550293
1609280608.8230798,129,2.6012539863586426
1609280622.050217,130,2.290654420852661
1609280732.708839,139,2.085984468460083
1609280755.5537286,141,1.69464111328125
1609280767.482131,142,1.6340205669403076
1609280777.68447,143,2.066524028778076
1609280855.2249744,150,1.3150792121887207
1609280912.3213956,155,3.314382553100586
1609280935.6312392,157,0.8891108632087708
1609280949.07342,158,2.2392914295196533
1609280992.3330383,162,1.5884854793548584
1609281054.2544632,167,1.0488966703414917
1609281066.4890938,168,2.611152410507202
1609281100.4880557,171,3.1352643966674805
1609281170.523921,177,2.10233473777771
1609281182.1749976,178,0.9893370270729065
1609281203.361858,180,0.9520848989486694
1609281238.0677612,183,2.491687297821045
1609281261.2945642,185,1.8517227172851562
1609281273.7196653,186,2.9168686866760254
1609281297.7527673,188,0.45024219155311584
1609281321.820956,190,3.5842325687408447
1609281334.378963,191,3.2820935249328613
1609281414.2463307,198,2.998525381088257
1609281513.3689961,206,2.822758674621582
1609281524.111632,207,2.061472177505493
1609281536.456482,208,1.5552682876586914
1609281582.1897948,212,0.22735093533992767
1609281706.2897506,222,2.7713234424591064
1609281718.1018329,223,0.289126455783844
1609281741.8946922,225,1.0284292697906494
1609281787.1220345,229,1.5525381565093994
1609281824.0128648,232,1.5870169401168823
1609281839.3030093,233,2.1081631183624268
1609281850.5313506,234,1.8863096237182617
1609281887.5518363,237,1.048553228378296
1609282037.1090736,249,1.488926887512207
1609282107.7932217,255,0.5451715588569641
1609282141.1263604,258,1.7463968992233276
1609282165.956448,260,0.7231204509735107
1609282176.281408,261,1.043481469154358
1609282201.2986145,263,1.8493884801864624
1609282244.9960325,267,4.635312080383301
1609282293.1861184,271,2.022609233856201
1609282318.9393063,273,1.4290478229522705
1609282382.2727349,278,0.7524994611740112
1609282563.880444,292,0.6878319978713989
1609282622.8703725,297,0.7705066800117493
1609282639.5339663,298,1.9837602376937866
1609282687.0962856,302,2.9543850421905518
1609282698.581155,303,2.7316017150878906
1609282748.1721954,307,2.469869375228882
1609282759.0681608,308,0.7683752179145813
1609282783.3520873,310,1.1222831010818481
1609282815.708445,313,3.065295696258545
1609282877.26906,318,1.2902653217315674
1609282890.4845717,319,1.6371302604675293
1609282903.5506065,320,2.2899091243743896
1609282957.795333,325,1.527500033378601
1609282969.64411,326,0.49938255548477173
1609282980.9116683,327,1.5244430303573608
1609283023.292498,330,3.5151655673980713
1609283124.001206,339,1.7478145360946655
1609283145.748559,341,0.9354439377784729
1609283214.5416405,347,1.6504281759262085
1609283280.3644238,353,2.8217344284057617
1609283292.0848675,354,1.2459107637405396
1609283358.8036642,360,1.3023604154586792
1609283392.5463505,363,1.4393501281738281
1609283439.1135576,367,0.8139744400978088
1609284603.837158,371,1.8265677690505981
1609284623.6010444,373,2.3011136054992676
1609284665.669065,377,1.4786512851715088
1609284676.0658774,378,0.4624648094177246
1609284685.238533,379,0.2518320083618164
1609284704.016449,381,1.5444951057434082
1609284759.661883,386,1.0524561405181885
1609284808.252459,391,2.3760931491851807
1609284817.2915137,392,0.2726376950740814
1609284826.7599633,393,0.6202306747436523
1609284965.490276,408,1.180755376815796
1609285031.1908414,415,2.5258798599243164
1609285094.8144898,421,0.413259357213974
1609285106.735536,422,0.231537863612175
1609285133.8161576,424,2.46433687210083
1609285157.4815218,426,0.6781346201896667
1609285206.1821566,430,2.387289524078369
1609285314.2339144,439,1.2150154113769531
1609285338.18415,441,1.7817119359970093
1609285351.163679,442,0.6901800632476807
1609285392.4884417,445,2.0883963108062744
1609285460.6613114,451,1.3264645338058472
1609285554.6219587,459,0.8874738812446594
1609285567.41298,460,1.816089153289795
1609285600.7799582,463,0.6800683736801147
1609285610.712677,464,0.778597891330719
1609285718.7630246,473,3.13545298576355
1609285730.5816376,474,0.2163172960281372
1609285863.6476052,485,0.7312184572219849
1609285901.2037232,488,2.071146249771118
1609285915.5013745,489,1.6906887292861938
1609285939.0340755,491,2.4263782501220703
1609285965.6443248,493,1.577042818069458
1609286144.8961437,507,2.4670748710632324
1609286207.2092986,512,0.9815496802330017
1609286231.890353,514,0.8012557029724121
1609286271.2272377,517,2.5292444229125977
1609286297.5907857,519,1.0894253253936768
1609286357.4764845,524,1.4342008829116821
1609286370.4385588,525,2.050854206085205
1609286449.8108213,531,1.1831023693084717
1609286478.7398658,533,0.695637047290802
1609286490.1445832,534,1.3041967153549194
1609286511.176588,536,1.089831829071045
1609286522.7811918,537,1.9461641311645508
1609286561.5029275,540,1.1331524848937988
1609286585.168089,542,1.5601534843444824
1609286651.179214,547,0.12808851897716522
1609286663.2957814,548,0.17393411695957184
1609286769.4679644,557,1.575884461402893
