Wall time,Step,Value
1609416157.8763273,42,0.000999998883344233
1609416171.4398286,45,0.0009999987669289112
1609416380.4694476,94,0.0009999946923926473
1609416688.2655222,167,0.0009999831672757864
1609416936.1795254,229,0.0009999683825299144
1609416955.1480532,234,0.0009999669855460525
1609417040.6384711,255,0.0009999608155339956
1609417113.0935,273,0.0009999551111832261
1609417249.3739254,308,0.0009999428875744343
1609417258.9988947,310,0.0009999420726671815
1609417290.9526105,318,0.000999939045868814
1609417934.9455526,474,0.0009998646564781666
1609418205.7176147,536,0.0009998270543292165
1609418388.0327642,579,0.0009997981833294034
1609418417.546109,586,0.0009997931774705648
1609418620.5679486,634,0.0009997579036280513
1609418675.8868468,647,0.0009997478919103742
1609418942.028223,714,0.0009996930602937937
1609418972.679837,722,0.000999686075374484
1609419292.3854823,802,0.000999612733721733
1609419316.1717365,808,0.0009996069129556417
1609419421.9169648,836,0.000999579206109047
1609420156.9059236,1014,0.0009993809508159757
1609420375.6777434,1066,0.0009993158746510744
1609420536.6607127,1104,0.0009992661653086543
1609420851.7766516,1180,0.0009991617407649755
1609421174.1183507,1261,0.0009990427643060684
1609421387.5792515,1316,0.0009989574318751693
1609421398.5566244,1319,0.0009989526588469744
1609421453.261697,1333,0.0009989303071051836
1609421467.6751022,1337,0.0009989239042624831
1609421654.8166316,1385,0.00099884532392025
1609421683.1308706,1392,0.0009988335659727454
1609421861.2211561,1436,0.0009987587109208107
1609422358.6530786,1552,0.0009985502110794187
1609422493.2670195,1584,0.0009984897915273905
1609422941.4867387,1691,0.000998278963379562
1609423110.6867936,1734,0.0009981903713196516
1609423123.4808695,1737,0.0009981842013075948
1609423541.8199449,1844,0.0009979536989703774
1609423671.1416311,1877,0.0009978798916563392
1609423826.5907013,1917,0.0009977886220440269
1609423952.4081542,1947,0.0009977188892662525
1609424340.6792939,2036,0.0009975057328119874
1609424592.0170543,2096,0.000997356721200049
1609425024.6572175,2199,0.0009970908286049962
1609425272.6452034,2262,0.0009969219099730253
1609425451.6806378,2307,0.000996798393316567
1609425782.8416152,2389,0.000996566959656775
1609425974.3359568,2436,0.0009964307537302375
1609426048.3091393,2453,0.0009963808115571737
1609426056.2217643,2455,0.0009963748743757606
1609426078.1398826,2460,0.0009963600896298885
1609426185.1160762,2485,0.000996285816654563
1609426189.1761203,2486,0.0009962829062715173
1609426241.2028737,2498,0.0009962469339370728
1609426265.789448,2503,0.000996231916360557
1609426383.7408512,2532,0.0009961442556232214
1609427033.7172773,2685,0.000995664857327938
1609427253.2425823,2740,0.0009954856941476464
1609428181.0048492,2967,0.0009947081562131643
1609428495.275192,3038,0.0009944522753357887
1609428507.8232203,3041,0.000994441332295537
1609429024.9298003,3161,0.0009939948795363307
1609429312.7508786,3230,0.00099373038392514
1609429378.169727,3246,0.0009936682181432843
1609429381.9950545,3247,0.000993664376437664
1609429637.481506,3305,0.0009934365516528487
1609430403.2438965,3480,0.0009927247883751988
1609431032.7185066,3618,0.0009921378223225474
1609431042.5430698,3620,0.0009921292075887322
1609431267.2876647,3670,0.0009919109288603067
1609431562.661297,3741,0.0009915957925841212
1609431860.2559428,3814,0.0009912655223160982
1609431889.1510217,3821,0.0009912335081025958
1609432326.2299755,3928,0.0009907372295856476
1609432444.0460367,3956,0.000990605098195374
1609432786.7053132,4036,0.0009902225574478507
1609433050.8620143,4098,0.0009899208089336753
1609433470.3461845,4196,0.0009894347749650478
1609433615.117453,4232,0.0009892532834783196
1609433965.0654635,4317,0.0009888189379125834
1609434303.540912,4400,0.0009883865714073181
1609434695.7467618,4492,0.0009878978598862886
1609434770.9409807,4509,0.0009878063574433327
1609435441.509465,4664,0.0009869574569165707
1609435460.0626276,4668,0.00098693510517478
1609435494.1651256,4676,0.0009868905181065202
1609435943.5303595,4788,0.0009862579172477126
1609435997.8780434,4802,0.0009861778235062957
1609436149.5690277,4840,0.0009859591955319047
1609436363.2144315,4894,0.0009856456890702248
1609436678.0185316,4971,0.0009851927170529962
1609437260.7405522,5106,0.0009843817679211497
1609437380.3070006,5134,0.0009842108702287078
1609438247.6409004,5345,0.0009828939801082015
1609438301.8913162,5359,0.000982804805971682
1609438547.856446,5420,0.0009824134176597
1609439097.1603992,5549,0.0009815716184675694
1609439669.1318274,5679,0.0009807036258280277
1609439853.3419476,5723,0.000980405486188829
1609440199.7189248,5808,0.0009798230603337288
1609440427.8857508,5864,0.000979434815235436
1609440455.0944066,5871,0.0009793860372155905
1609440601.406616,5907,0.0009791342308744788
1609440951.8961954,5990,0.0009785479633137584
1609441858.845096,6200,0.000977029325440526
1609441933.5345745,6219,0.00097688939422369
1609442217.1738312,6289,0.0009763704147189856
1609442564.3205128,6376,0.0009757174993865192
1609444161.9316907,6520,0.0009746177238412201
1609444386.870293,6574,0.0009741992107592523
1609444503.0166047,6603,0.0009739730739966035
1609444890.4708207,6699,0.0009732176549732685
1609444942.5211146,6711,0.000973122485447675
1609445557.346852,6854,0.0009719757945276797
1609446035.7713184,6966,0.0009710614685900509
1609446627.4263685,7114,0.0009698313660919666
1609446795.275888,7155,0.0009694862528704107
1609447446.1785326,7311,0.0009681556257419288
1609447749.8385985,7382,0.0009675408946350217
