Wall time,Step,Value
1607715026.565075,761,0.07957503199577332
1607715043.3700957,767,0.2600867748260498
1607715092.1995778,785,0.2782883644104004
1607715100.9759743,788,0.96824711561203
1607715131.1498215,799,0.5228469371795654
1607715168.591875,814,0.2260461300611496
1607715176.063887,817,0.2844167947769165
1607715233.1133585,837,0.28946933150291443
1607715386.540164,898,0.7700425386428833
1607715394.5855408,901,0.4728288948535919
1607715418.5512466,910,0.536362886428833
1607715461.5448003,926,0.15515869855880737
1607715467.211668,928,0.11412958055734634
1607715578.525054,972,0.03428937867283821
1607715593.091528,977,0.4828144907951355
1607715646.2764213,998,0.15610498189926147
1607715659.2064128,1003,0.1949111372232437
1607715678.893128,1010,0.3068470060825348
1607715695.3031852,1016,0.10008400678634644
1607715783.7230732,1051,0.14462333917617798
1607715789.5679004,1053,1.3176720142364502
1607715809.7282944,1061,0.6180981993675232
1607715866.6001742,1082,0.20149822533130646
1607715889.5764763,1090,0.2708835005760193
1607715937.6443696,1110,0.19244804978370667
1607716078.6062858,1164,0.19284558296203613
1607716081.157519,1165,0.2571197748184204
1607716132.1429927,1185,0.17416635155677795
1607716140.2323031,1188,0.2207205593585968
1607716176.9228039,1203,0.14053842425346375
1607716184.1796498,1206,0.3024182617664337
1607716187.5087252,1207,0.3796675503253937
1607716212.8753817,1217,0.33576303720474243
1607716260.1378665,1236,0.1280270218849182
1607716311.5156598,1257,0.20462274551391602
1607716364.2270048,1279,0.271267294883728
1607716427.363639,1306,0.0893154963850975
1607716452.8562078,1316,0.33546268939971924
1607716467.8526454,1322,0.013781183399260044
1607716485.866054,1329,0.6549683809280396
1607716488.1607587,1330,0.32844316959381104
1607716569.2055984,1363,0.18409256637096405
1607716573.78878,1365,0.05655212327837944
1607716601.621862,1377,0.1714785397052765
1607716617.6539037,1384,0.15280817449092865
1607716620.371034,1385,0.12377702444791794
1607716625.656738,1387,0.15468662977218628
1607716634.0645206,1390,0.2793535888195038
1607716639.4707854,1392,0.12271791696548462
1607716672.5814385,1404,0.16001515090465546
1607716699.2133543,1414,0.048061832785606384
1607716807.515199,1457,0.12733009457588196
1607716828.8895392,1465,0.2599516808986664
1607716850.5304067,1473,0.19777828454971313
1607716874.9720702,1482,0.1270165890455246
1607717295.2050962,1495,0.01171532366424799
